# KPS9566.TXT
0xEFC7	0x66FF	# 替
0xEFC8	0x6D95	# 涕
0xEFC9	0x6EEF	# 滯
0xEFCA	0x7DE0	# 締
0xEFCB	0x8AE6	# 諦
0xEFCC	0x902E	# 逮
0xEFCD	0x905E	# 遞
0xEFCE	0x9AD4	# 體
0xEFCF	0x50AC	# 催
0xEFD0	0x5D14	# 崔
0xEFD1	0x6700	# 最
0xEFD2	0x53D6	# 取
0xEFD3	0x5439	# 吹
0xEFD4	0x5634	# 嘴
0xEFD5	0x5A36	# 娶
0xEFD6	0x5C31	# 就
0xEFD7	0x708A	# 炊
0xEFD8	0x7FE0	# 翠
0xEFD9	0x805A	# 聚
0xEFDA	0x8106	# 脆
0xEFDB	0x81B5	# 膵
0xEFDC	0x81ED	# 臭
0xEFDD	0x8DA3	# 趣
0xEFDE	0x9189	# 醉
0xEFDF	0x9A5F	# 驟
0xEFE0	0x9DF2	# 鷲
0xEFE1	0x64AE	# 撮
0xEFE2	0x60B4	# 悴
0xEFE3	0x8D05	# 贅
0xEFE4	0x8403	# 萃
0xEFE5	0x5FEB	# 快
0xEFE6	0x4ED6	# 他
0xEFE7	0x4F98	# 侘
0xEFE8	0x54A4	# 咤
0xEFE9	0x553E	# 唾
0xEFEA	0x58AE	# 墮
0xEFEB	0x59A5	# 妥
0xEFEC	0x60F0	# 惰
0xEFED	0x6253	# 打
0xEFEE	0x62D6	# 拖
0xEFEF	0x6736	# 朶
0xEFF0	0x6955	# 楕
0xEFF1	0x6A62	# 橢
0xEFF2	0x8235	# 舵
0xEFF3	0x9640	# 陀
0xEFF4	0x99DD	# 駝
0xEFF5	0x502C	# 倬
0xEFF6	0x5353	# 卓
0xEFF7	0x5544	# 啄
0xEFF8	0x577C	# 坼
0xEFF9	0x6258	# 托
0xEFFA	0x64E2	# 擢
0xEFFB	0x666B	# 晫
0xEFFC	0x67DD	# 柝
0xEFFD	0x6FC1	# 濁
0xEFFE	0x6FEF	# 濯
0xF041	0xE750	# 
0xF042	0xE751	# 
0xF043	0xE752	# 
0xF044	0xE753	# 
0xF045	0xE754	# 
0xF046	0xE755	# 
0xF047	0xE756	# 
0xF048	0xE757	# 
0xF049	0xE758	# 
0xF04A	0xE759	# 
0xF04B	0xE75A	# 
0xF04C	0xE75B	# 
0xF04D	0xE75C	# 
0xF04E	0xE75D	# 
0xF04F	0xE75E	# 
0xF050	0xE75F	# 
0xF051	0xE760	# 
0xF052	0xE761	# 
0xF053	0xE762	# 
0xF054	0xE763	# 
0xF055	0xE764	# 
0xF056	0xE765	# 
0xF057	0xE766	# 
0xF058	0xE767	# 
0xF059	0xE768	# 
0xF05A	0xE769	# 
0xF061	0xE76A	# 
0xF062	0xE76B	# 
0xF063	0xE76C	# 
0xF064	0xE76D	# 
0xF065	0xE76E	# 
0xF066	0xE76F	# 
0xF067	0xE770	# 
0xF068	0xE771	# 
0xF069	0xE772	# 
0xF06A	0xE773	# 
0xF06B	0xE774	# 
0xF06C	0xE775	# 
0xF06D	0xE776	# 
0xF06E	0xE777	# 
0xF06F	0xE778	# 
0xF070	0xE779	# 
0xF071	0xE77A	# 
0xF072	0xE77B	# 
0xF073	0xE77C	# 
0xF074	0xE77D	# 
0xF075	0xE77E	# 
0xF076	0xE77F	# 
0xF077	0xE780	# 
0xF078	0xE781	# 
0xF079	0xE782	# 
0xF07A	0xE783	# 
0xF081	0xE784	# 
0xF082	0xE785	# 
0xF083	0xE786	# 
0xF084	0xE787	# 
0xF085	0xE788	# 
0xF086	0xE789	# 
0xF087	0xE78A	# 
0xF088	0xE78B	# 
0xF089	0xE78C	# 
0xF08A	0xE78D	# 
0xF08B	0xE78E	# 
0xF08C	0xE78F	# 
0xF08D	0xE790	# 
0xF08E	0xE791	# 
0xF08F	0xE792	# 
0xF090	0xE793	# 
0xF091	0xE794	# 
0xF092	0xE795	# 
0xF093	0xE796	# 
0xF094	0xE797	# 
0xF095	0xE798	# 
0xF096	0xE799	# 
0xF097	0xE79A	# 
0xF098	0xE79B	# 
0xF099	0xE79C	# 
0xF09A	0xE79D	# 
0xF09B	0xE79E	# 
0xF09C	0xE79F	# 
0xF09D	0xE7A0	# 
0xF09E	0xE7A1	# 
0xF09F	0xE7A2	# 
0xF0A0	0xE7A3	# 
0xF0A1	0x7422	# 琢
0xF0A2	0x7438	# 琸
0xF0A3	0x8A17	# 託
0xF0A4	0x9438	# 鐸
0xF0A5	0x5451	# 呑
0xF0A6	0x5606	# 嘆
0xF0A7	0x5766	# 坦
0xF0A8	0x5F48	# 彈
0xF0A9	0x619A	# 憚
0xF0AA	0x6B4E	# 歎
0xF0AB	0x7058	# 灘
0xF0AC	0x70AD	# 炭
0xF0AD	0x7DBB	# 綻
0xF0AE	0x8A95	# 誕
0xF0AF	0x596A	# 奪
0xF0B0	0x812B	# 脫
0xF0B1	0x63A2	# 探
0xF0B2	0x7708	# 眈
0xF0B3	0x803D	# 耽
0xF0B4	0x8CAA	# 貪
0xF0B5	0x5854	# 塔
0xF0B6	0x642D	# 搭
0xF0B7	0x69BB	# 榻
0xF0B8	0x5B95	# 宕
0xF0B9	0x5E11	# 帑
0xF0BA	0x6E6F	# 湯
0xF0BB	0x8569	# 蕩
0xF0BC	0x6504	# 攄
0xF0BD	0x514E	# 兎
0xF0BE	0x5410	# 吐
0xF0BF	0x571F	# 土
0xF0C0	0x8A0E	# 討
0xF0C1	0x615F	# 慟
0xF0C2	0x6876	# 桶
0xF0C3	0x75DB	# 痛
0xF0C4	0x7B52	# 筒
0xF0C5	0x7B69	# 筩
0xF0C6	0x7D71	# 統
0xF0C7	0x901A	# 通
0xF0C8	0x5078	# 偸
0xF0C9	0x5957	# 套
0xF0CA	0x59AC	# 妬
0xF0CB	0x6295	# 投
0xF0CC	0x900F	# 透
0xF0CD	0x9B2A	# 鬪
0xF0CE	0x615D	# 慝
0xF0CF	0x7279	# 特
0xF0D0	0x514C	# 兌
0xF0D1	0x53F0	# 台
0xF0D2	0x592A	# 太
0xF0D3	0x6020	# 怠
0xF0D4	0x614B	# 態
0xF0D5	0x6B86	# 殆
0xF0D6	0x6C70	# 汰
0xF0D7	0x6CF0	# 泰
0xF0D8	0x7B1E	# 笞
0xF0D9	0x80CE	# 胎
0xF0DA	0x82D4	# 苔
0xF0DB	0x8DC6	# 跆
0xF0DC	0x90B0	# 邰
0xF0DD	0x98B1	# 颱
0xF0DE	0x99B1	# 馱
0xF0DF	0x5B85	# 宅
0xF0E0	0x64C7	# 擇
0xF0E1	0x6FA4	# 澤
0xF0E2	0x6491	# 撑
0xF0E3	0x5806	# 堆
0xF0E4	0x69CC	# 槌
0xF0E5	0x817F	# 腿
0xF0E6	0x892A	# 褪
0xF0E7	0x9000	# 退
0xF0E8	0x9839	# 頹
0xF0E9	0x5761	# 坡
0xF0EA	0x5A46	# 婆
0xF0EB	0x5DF4	# 巴
0xF0EC	0x628A	# 把
0xF0ED	0x64AD	# 播
0xF0EE	0x64FA	# 擺
0xF0EF	0x6777	# 杷
0xF0F0	0x6CE2	# 波
0xF0F1	0x6D3E	# 派
0xF0F2	0x722C	# 爬
0xF0F3	0x7436	# 琶
0xF0F4	0x7834	# 破
0xF0F5	0x7F77	# 罷
0xF0F6	0x82AD	# 芭
0xF0F7	0x8DDB	# 跛
0xF0F8	0x9642	# 陂
0xF0F9	0x9817	# 頗
0xF0FA	0x5224	# 判
0xF0FB	0x5742	# 坂
0xF0FC	0x677F	# 板
0xF0FD	0x7248	# 版
0xF0FE	0x74E3	# 瓣
0xF141	0xE7A4	# 
0xF142	0xE7A5	# 
0xF143	0xE7A6	# 
0xF144	0xE7A7	# 
0xF145	0xE7A8	# 
0xF146	0xE7A9	# 
0xF147	0xE7AA	# 
0xF148	0xE7AB	# 
0xF149	0xE7AC	# 
0xF14A	0xE7AD	# 
0xF14B	0xE7AE	# 
0xF14C	0xE7AF	# 
0xF14D	0xE7B0	# 
0xF14E	0xE7B1	# 
0xF14F	0xE7B2	# 
0xF150	0xE7B3	# 
0xF151	0xE7B4	# 
0xF152	0xE7B5	# 
0xF153	0xE7B6	# 
0xF154	0xE7B7	# 
0xF155	0xE7B8	# 
0xF156	0xE7B9	# 
0xF157	0xE7BA	# 
0xF158	0xE7BB	# 
0xF159	0xE7BC	# 
0xF15A	0xE7BD	# 
0xF161	0xE7BE	# 
0xF162	0xE7BF	# 
0xF163	0xE7C0	# 
0xF164	0xE7C1	# 
0xF165	0xE7C2	# 
0xF166	0xE7C3	# 
0xF167	0xE7C4	# 
0xF168	0xE7C5	# 
0xF169	0xE7C6	# 
0xF16A	0xE7C7	# 
0xF16B	0xE7C8	# 
0xF16C	0xE7C9	# 
0xF16D	0xE7CA	# 
0xF16E	0xE7CB	# 
0xF16F	0xE7CC	# 
0xF170	0xE7CD	# 
0xF171	0xE7CE	# 
0xF172	0xE7CF	# 
0xF173	0xE7D0	# 
0xF174	0xE7D1	# 
0xF175	0xE7D2	# 
0xF176	0xE7D3	# 
0xF177	0xE7D4	# 
0xF178	0xE7D5	# 
0xF179	0xE7D6	# 
0xF17A	0xE7D7	# 
0xF181	0xE7D8	# 
0xF182	0xE7D9	# 
0xF183	0xE7DA	# 
0xF184	0xE7DB	# 
0xF185	0xE7DC	# 
0xF186	0xE7DD	# 
0xF187	0xE7DE	# 
0xF188	0xE7DF	# 
0xF189	0xE7E0	# 
0xF18A	0xE7E1	# 
0xF18B	0xE7E2	# 
0xF18C	0xE7E3	# 
0xF18D	0xE7E4	# 
0xF18E	0xE7E5	# 
0xF18F	0xE7E6	# 
0xF190	0xE7E7	# 
0xF191	0xE7E8	# 
0xF192	0xE7E9	# 
0xF193	0xE7EA	# 
0xF194	0xE7EB	# 
0xF195	0xE7EC	# 
0xF196	0xE7ED	# 
0xF197	0xE7EE	# 
0xF198	0xE7EF	# 
0xF199	0xE7F0	# 
0xF19A	0xE7F1	# 
0xF19B	0xE7F2	# 
0xF19C	0xE7F3	# 
0xF19D	0xE7F4	# 
0xF19E	0xE7F5	# 
0xF19F	0xE7F6	# 
0xF1A0	0xE7F7	# 
0xF1A1	0x8CA9	# 販
0xF1A2	0x8FA6	# 辦
0xF1A3	0x9211	# 鈑
0xF1A4	0x962A	# 阪
0xF1A5	0x516B	# 八
0xF1A6	0x53ED	# 叭
0xF1A7	0x634C	# 捌
0xF1A8	0x610E	# 愎
0xF1A9	0x4FBF	# 便
0xF1AA	0x504F	# 偏
0xF1AB	0x6241	# 扁
0xF1AC	0x7247	# 片
0xF1AD	0x7BC7	# 篇
0xF1AE	0x7DE8	# 編
0xF1AF	0x7FE9	# 翩
0xF1B0	0x904D	# 遍
0xF1B1	0x97AD	# 鞭
0xF1B2	0x9A19	# 騙
0xF1B3	0x8CB6	# 貶
0xF1B4	0x576A	# 坪
0xF1B5	0x5E73	# 平
0xF1B6	0x67B0	# 枰
0xF1B7	0x840D	# 萍
0xF1B8	0x8A55	# 評
0xF1B9	0x4F48	# 佈
0xF1BA	0x5305	# 包
0xF1BB	0x530D	# 匍
0xF1BC	0x530F	# 匏
0xF1BD	0x5486	# 咆
0xF1BE	0x54FA	# 哺
0xF1BF	0x5703	# 圃
0xF1C0	0x5E03	# 布
0xF1C1	0x6016	# 怖
0xF1C2	0x629B	# 抛
0xF1C3	0x62B1	# 抱
0xF1C4	0x6355	# 捕
0xF1C5	0x66B4	# 暴
0xF1C6	0x66DD	# 曝
0xF1C7	0x6CE1	# 泡
0xF1C8	0x6D66	# 浦
0xF1C9	0x75B1	# 疱
0xF1CA	0x7832	# 砲
0xF1CB	0x80DE	# 胞
0xF1CC	0x812F	# 脯
0xF1CD	0x82DE	# 苞
0xF1CE	0x8461	# 葡
0xF1CF	0x84B2	# 蒲
0xF1D0	0x888D	# 袍
0xF1D1	0x8912	# 褒
0xF1D2	0x900B	# 逋
0xF1D3	0x92EA	# 鋪
0xF1D4	0x98FD	# 飽
0xF1D5	0x9B91	# 鮑
0xF1D6	0x5E45	# 幅
0xF1D7	0x7011	# 瀑
0xF1D8	0x7206	# 爆
0xF1D9	0x8F3B	# 輻
0xF1DA	0x4FF5	# 俵
0xF1DB	0x527D	# 剽
0xF1DC	0x5F6A	# 彪
0xF1DD	0x6153	# 慓
0xF1DE	0x6753	# 杓
0xF1DF	0x6A19	# 標
0xF1E0	0x6F02	# 漂
0xF1E1	0x74E2	# 瓢
0xF1E2	0x7968	# 票
0xF1E3	0x8868	# 表
0xF1E4	0x8C79	# 豹
0xF1E5	0x98C4	# 飄
0xF1E6	0x98C7	# 飇
0xF1E7	0x9A43	# 驃
0xF1E8	0x54C1	# 品
0xF1E9	0x7A1F	# 稟
0xF1EA	0x6953	# 楓
0xF1EB	0x8AF7	# 諷
0xF1EC	0x8C4A	# 豊
0xF1ED	0x98A8	# 風
0xF1EE	0x5F7C	# 彼
0xF1EF	0x62AB	# 披
0xF1F0	0x75B2	# 疲
0xF1F1	0x76AE	# 皮
0xF1F2	0x88AB	# 被
0xF1F3	0x907F	# 避
0xF1F4	0x5339	# 匹
0xF1F5	0x5F3C	# 弼
0xF1F6	0x5FC5	# 必
0xF1F7	0x73CC	# 珌
0xF1F8	0x7562	# 畢
0xF1F9	0x758B	# 疋
0xF1FA	0x7B46	# 筆
0xF1FB	0x82FE	# 苾
0xF1FC	0x999D	# 馝
0xF1FD	0x4E4F	# 乏
0xF1FE	0x903C	# 逼
0xF241	0xE7F8	# 
0xF242	0xE7F9	# 
0xF243	0xE7FA	# 
0xF244	0xE7FB	# 
0xF245	0xE7FC	# 
0xF246	0xE7FD	# 
0xF247	0xE7FE	# 
0xF248	0xE7FF	# 
0xF249	0xE800	# 
0xF24A	0xE801	# 
0xF24B	0xE802	# 
0xF24C	0xE803	# 
0xF24D	0xE804	# 
0xF24E	0xE805	# 
0xF24F	0xE806	# 
0xF250	0xE807	# 
0xF251	0xE808	# 
0xF252	0xE809	# 
0xF253	0xE80A	# 
0xF254	0xE80B	# 
0xF255	0xE80C	# 
0xF256	0xE80D	# 
0xF257	0xE80E	# 
0xF258	0xE80F	# 
0xF259	0xE810	# 
0xF25A	0xE811	# 
0xF261	0xE812	# 
0xF262	0xE813	# 
0xF263	0xE814	# 
0xF264	0xE815	# 
0xF265	0xE816	# 
0xF266	0xE817	# 
0xF267	0xE818	# 
0xF268	0xE819	# 
0xF269	0xE81A	# 
0xF26A	0xE81B	# 
0xF26B	0xE81C	# 
0xF26C	0xE81D	# 
0xF26D	0xE81E	# 
0xF26E	0xE81F	# 
0xF26F	0xE820	# 
0xF270	0xE821	# 
0xF271	0xE822	# 
0xF272	0xE823	# 
0xF273	0xE824	# 
0xF274	0xE825	# 
0xF275	0xE826	# 
0xF276	0xE827	# 
0xF277	0xE828	# 
0xF278	0xE829	# 
0xF279	0xE82A	# 
0xF27A	0xE82B	# 
0xF281	0xE82C	# 
0xF282	0xE82D	# 
0xF283	0xE82E	# 
0xF284	0xE82F	# 
0xF285	0xE830	# 
0xF286	0xE831	# 
0xF287	0xE832	# 
0xF288	0xE833	# 
0xF289	0xE834	# 
0xF28A	0xE835	# 
0xF28B	0xE836	# 
0xF28C	0xE837	# 
0xF28D	0xE838	# 
0xF28E	0xE839	# 
0xF28F	0xE83A	# 
0xF290	0xE83B	# 
0xF291	0xE83C	# 
0xF292	0xE83D	# 
0xF293	0xE83E	# 
0xF294	0xE83F	# 
0xF295	0xE840	# 
0xF296	0xE841	# 
0xF297	0xE842	# 
0xF298	0xE843	# 
0xF299	0xE844	# 
0xF29A	0xE845	# 
0xF29B	0xE846	# 
0xF29C	0xE847	# 
0xF29D	0xE848	# 
0xF29E	0xE849	# 
0xF29F	0xE84A	# 
0xF2A0	0xE84B	# 
0xF2A1	0x4F69	# 佩
0xF2A2	0x5504	# 唄
0xF2A3	0x6096	# 悖
0xF2A4	0x6557	# 敗
0xF2A5	0x6C9B	# 沛
0xF2A6	0x6D7F	# 浿
0xF2A7	0x724C	# 牌
0xF2A8	0x72FD	# 狽
0xF2A9	0x7A17	# 稗
0xF2AA	0x8C9D	# 貝
0xF2AB	0x8987	# 覇
0xF2AC	0x5F6D	# 彭
0xF2AD	0x6F8E	# 澎
0xF2AE	0x70F9	# 烹
0xF2AF	0x81A8	# 膨
0xF2B0	0x5420	# 吠
0xF2B1	0x5B16	# 嬖
0xF2B2	0x5E63	# 幣
0xF2B3	0x5EE2	# 廢
0xF2B4	0x5F0A	# 弊
0xF2B5	0x6583	# 斃
0xF2B6	0x80BA	# 肺
0xF2B7	0x853D	# 蔽
0xF2B8	0x9589	# 閉
0xF2B9	0x965B	# 陛
0xF2BA	0x4E0B	# 下
0xF2BB	0x4F55	# 何
0xF2BC	0x53A6	# 厦
0xF2BD	0x590F	# 夏
0xF2BE	0x5EC8	# 廈
0xF2BF	0x6630	# 昰
0xF2C0	0x6CB3	# 河
0xF2C1	0x7455	# 瑕
0xF2C2	0x8377	# 荷
0xF2C3	0x8766	# 蝦
0xF2C4	0x8CC0	# 賀
0xF2C5	0x9050	# 遐
0xF2C6	0x971E	# 霞
0xF2C7	0x9C15	# 鰕
0xF2C8	0x58D1	# 壑
0xF2C9	0x5B78	# 學
0xF2CA	0x7627	# 瘧
0xF2CB	0x8650	# 虐
0xF2CC	0x8B14	# 謔
0xF2CD	0x9DB4	# 鶴
0xF2CE	0x5BD2	# 寒
0xF2CF	0x6068	# 恨
0xF2D0	0x608D	# 悍
0xF2D1	0x65F1	# 旱
0xF2D2	0x6C57	# 汗
0xF2D3	0x6F22	# 漢
0xF2D4	0x6FA3	# 澣
0xF2D5	0x701A	# 瀚
0xF2D6	0x7F55	# 罕
0xF2D7	0x7FF0	# 翰
0xF2D8	0x9592	# 閒
0xF2D9	0x9591	# 閑
0xF2DA	0x9650	# 限
0xF2DB	0x97D3	# 韓
0xF2DC	0x5272	# 割
0xF2DD	0x8F44	# 轄
0xF2DE	0x51FD	# 函
0xF2DF	0x542B	# 含
0xF2E0	0x54B8	# 咸
0xF2E1	0x5563	# 啣
0xF2E2	0x558A	# 喊
0xF2E3	0x6657	# 晗
0xF2E4	0x6ABB	# 檻
0xF2E5	0x6DB5	# 涵
0xF2E6	0x7DD8	# 緘
0xF2E7	0x8266	# 艦
0xF2E8	0x929C	# 銜
0xF2E9	0x9677	# 陷
0xF2EA	0x9E79	# 鹹
0xF2EB	0x5408	# 合
0xF2EC	0x54C8	# 哈
0xF2ED	0x76D2	# 盒
0xF2EE	0x86E4	# 蛤
0xF2EF	0x95A4	# 閤
0xF2F0	0x95D4	# 闔
0xF2F1	0x4EA2	# 亢
0xF2F2	0x4F09	# 伉
0xF2F3	0x59EE	# 姮
0xF2F4	0x5AE6	# 嫦
0xF2F5	0x5DF7	# 巷
0xF2F6	0x6052	# 恒
0xF2F7	0x6297	# 抗
0xF2F8	0x676D	# 杭
0xF2F9	0x6841	# 桁
0xF2FA	0x6C86	# 沆
0xF2FB	0x6E2F	# 港
0xF2FC	0x7F38	# 缸
0xF2FD	0x809B	# 肛
0xF2FE	0x822A	# 航
0xF341	0xE84C	# 
0xF342	0xE84D	# 
0xF343	0xE84E	# 
0xF344	0xE84F	# 
0xF345	0xE850	# 
0xF346	0xE851	# 
0xF347	0xE852	# 
0xF348	0xE853	# 
0xF349	0xE854	# 
0xF34A	0xE855	# 
0xF34B	0xE856	# 
0xF34C	0xE857	# 
0xF34D	0xE858	# 
0xF34E	0xE859	# 
0xF34F	0xE85A	# 
0xF350	0xE85B	# 
0xF351	0xE85C	# 
0xF352	0xE85D	# 
0xF353	0xE85E	# 
0xF354	0xE85F	# 
0xF355	0xE860	# 
0xF356	0xE861	# 
0xF357	0xE862	# 
0xF358	0xE863	# 
0xF359	0xE864	# 
0xF35A	0xE865	# 
0xF361	0xE866	# 
0xF362	0xE867	# 
0xF363	0xE868	# 
0xF364	0xE869	# 
0xF365	0xE86A	# 
0xF366	0xE86B	# 
0xF367	0xE86C	# 
0xF368	0xE86D	# 
0xF369	0xE86E	# 
0xF36A	0xE86F	# 
0xF36B	0xE870	# 
0xF36C	0xE871	# 
0xF36D	0xE872	# 
0xF36E	0xE873	# 
0xF36F	0xE874	# 
0xF370	0xE875	# 
0xF371	0xE876	# 
0xF372	0xE877	# 
0xF373	0xE878	# 
0xF374	0xE879	# 
0xF375	0xE87A	# 
0xF376	0xE87B	# 
0xF377	0xE87C	# 
0xF378	0xE87D	# 
0xF379	0xE87E	# 
0xF37A	0xE87F	# 
0xF381	0xE880	# 
0xF382	0xE881	# 
0xF383	0xE882	# 
0xF384	0xE883	# 
0xF385	0xE884	# 
0xF386	0xE885	# 
0xF387	0xE886	# 
0xF388	0xE887	# 
0xF389	0xE888	# 
0xF38A	0xE889	# 
0xF38B	0xE88A	# 
0xF38C	0xE88B	# 
0xF38D	0xE88C	# 
0xF38E	0xE88D	# 
0xF38F	0xE88E	# 
0xF390	0xE88F	# 
0xF391	0xE890	# 
0xF392	0xE891	# 
0xF393	0xE892	# 
0xF394	0xE893	# 
0xF395	0xE894	# 
0xF396	0xE895	# 
0xF397	0xE896	# 
0xF398	0xE897	# 
0xF399	0xE898	# 
0xF39A	0xE899	# 
0xF39B	0xE89A	# 
0xF39C	0xE89B	# 
0xF39D	0xE89C	# 
0xF39E	0xE89D	# 
0xF39F	0xE89E	# 
0xF3A0	0xE89F	# 
0xF3A1	0x9805	# 項
0xF3A2	0x4EAB	# 享
0xF3A3	0x5411	# 向
0xF3A4	0x56AE	# 嚮
0xF3A5	0x73E6	# 珦
0xF3A6	0x9115	# 鄕
0xF3A7	0x97FF	# 響
0xF3A8	0x9909	# 餉
0xF3A9	0x9957	# 饗
0xF3AA	0x9999	# 香
0xF3AB	0x5653	# 噓
0xF3AC	0x589F	# 墟
0xF3AD	0x865B	# 虛
0xF3AE	0x8A31	# 許
0xF3AF	0x61B2	# 憲
0xF3B0	0x6AF6	# 櫶
0xF3B1	0x737B	# 獻
0xF3B2	0x8ED2	# 軒
0xF3B3	0x6B47	# 歇
0xF3B4	0x96AA	# 險
0xF3B5	0x9A57	# 驗
0xF3B6	0x5955	# 奕
0xF3B7	0x7200	# 爀
0xF3B8	0x8D6B	# 赫
0xF3B9	0x9769	# 革
0xF3BA	0x4FD4	# 俔
0xF3BB	0x5CF4	# 峴
0xF3BC	0x5F26	# 弦
0xF3BD	0x61F8	# 懸
0xF3BE	0x665B	# 晛
0xF3BF	0x6CEB	# 泫
0xF3C0	0x70AB	# 炫
0xF3C1	0x73B9	# 玹
0xF3C2	0x73FE	# 現
0xF3C3	0x7384	# 玄
0xF3C4	0x7729	# 眩
0xF3C5	0x774D	# 睍
0xF3C6	0x7D43	# 絃
0xF3C7	0x7D62	# 絢
0xF3C8	0x7E23	# 縣
0xF3C9	0x8237	# 舷
0xF3CA	0x8852	# 衒
0xF3CB	0x8CE2	# 賢
0xF3CC	0x9249	# 鉉
0xF3CD	0x986F	# 顯
0xF3CE	0x5B51	# 孑
0xF3CF	0x7A74	# 穴
0xF3D0	0x8840	# 血
0xF3D1	0x9801	# 頁
0xF3D2	0x5ACC	# 嫌
0xF3D3	0x4FE0	# 俠
0xF3D4	0x5354	# 協
0xF3D5	0x593E	# 夾
0xF3D6	0x5CFD	# 峽
0xF3D7	0x633E	# 挾
0xF3D8	0x6D79	# 浹
0xF3D9	0x72F9	# 狹
0xF3DA	0x8105	# 脅
0xF3DB	0x8107	# 脇
0xF3DC	0x83A2	# 莢
0xF3DD	0x92CF	# 鋏
0xF3DE	0x965C	# 陜
0xF3DF	0x9830	# 頰
0xF3E0	0x4EA8	# 亨
0xF3E1	0x5144	# 兄
0xF3E2	0x5211	# 刑
0xF3E3	0x578B	# 型
0xF3E4	0x5F62	# 形
0xF3E5	0x6CC2	# 泂
0xF3E6	0x6ECE	# 滎
0xF3E7	0x7005	# 瀅
0xF3E8	0x7050	# 灐
0xF3E9	0x70AF	# 炯
0xF3EA	0x7192	# 熒
0xF3EB	0x73E9	# 珩
0xF3EC	0x834A	# 荊
0xF3ED	0x87A2	# 螢
0xF3EE	0x8861	# 衡
0xF3EF	0x9008	# 逈
0xF3F0	0x90A2	# 邢
0xF3F1	0x93A3	# 鎣
0xF3F2	0x99A8	# 馨
0xF3F3	0x4E4E	# 乎
0xF3F4	0x4E92	# 互
0xF3F5	0x547C	# 呼
0xF3F6	0x58D5	# 壕
0xF3F7	0x58FA	# 壺
0xF3F8	0x597D	# 好
0xF3F9	0x5CB5	# 岵
0xF3FA	0x5F27	# 弧
0xF3FB	0x6236	# 戶
0xF3FC	0x6248	# 扈
0xF3FD	0x660A	# 昊
0xF3FE	0x6667	# 晧
0xF441	0xE8A0	# 
0xF442	0xE8A1	# 
0xF443	0xE8A2	# 
0xF444	0xE8A3	# 
0xF445	0xE8A4	# 
0xF446	0xE8A5	# 
0xF447	0xE8A6	# 
0xF448	0xE8A7	# 
0xF449	0xE8A8	# 
0xF44A	0xE8A9	# 
0xF44B	0xE8AA	# 
0xF44C	0xE8AB	# 
0xF44D	0xE8AC	# 
0xF44E	0xE8AD	# 
0xF44F	0xE8AE	# 
0xF450	0xE8AF	# 
0xF451	0xE8B0	# 
0xF452	0xE8B1	# 
0xF453	0xE8B2	# 
0xF454	0xE8B3	# 
0xF455	0xE8B4	# 
0xF456	0xE8B5	# 
0xF457	0xE8B6	# 
0xF458	0xE8B7	# 
0xF459	0xE8B8	# 
0xF45A	0xE8B9	# 
0xF461	0xE8BA	# 
0xF462	0xE8BB	# 
0xF463	0xE8BC	# 
0xF464	0xE8BD	# 
0xF465	0xE8BE	# 
0xF466	0xE8BF	# 
0xF467	0xE8C0	# 
0xF468	0xE8C1	# 
0xF469	0xE8C2	# 
0xF46A	0xE8C3	# 
0xF46B	0xE8C4	# 
0xF46C	0xE8C5	# 
0xF46D	0xE8C6	# 
0xF46E	0xE8C7	# 
0xF46F	0xE8C8	# 
0xF470	0xE8C9	# 
0xF471	0xE8CA	# 
0xF472	0xE8CB	# 
0xF473	0xE8CC	# 
0xF474	0xE8CD	# 
0xF475	0xE8CE	# 
0xF476	0xE8CF	# 
0xF477	0xE8D0	# 
0xF478	0xE8D1	# 
0xF479	0xE8D2	# 
0xF47A	0xE8D3	# 
0xF481	0xE8D4	# 
0xF482	0xE8D5	# 
0xF483	0xE8D6	# 
0xF484	0xE8D7	# 
0xF485	0xE8D8	# 
0xF486	0xE8D9	# 
0xF487	0xE8DA	# 
0xF488	0xE8DB	# 
0xF489	0xE8DC	# 
0xF48A	0xE8DD	# 
0xF48B	0xE8DE	# 
0xF48C	0xE8DF	# 
0xF48D	0xE8E0	# 
0xF48E	0xE8E1	# 
0xF48F	0xE8E2	# 
0xF490	0xE8E3	# 
0xF491	0xE8E4	# 
0xF492	0xE8E5	# 
0xF493	0xE8E6	# 
0xF494	0xE8E7	# 
0xF495	0xE8E8	# 
0xF496	0xE8E9	# 
0xF497	0xE8EA	# 
0xF498	0xE8EB	# 
0xF499	0xE8EC	# 
0xF49A	0xE8ED	# 
0xF49B	0xE8EE	# 
0xF49C	0xE8EF	# 
0xF49D	0xE8F0	# 
0xF49E	0xE8F1	# 
0xF49F	0xE8F2	# 
0xF4A0	0xE8F3	# 
0xF4A1	0x6BEB	# 毫
0xF4A2	0x6D69	# 浩
0xF4A3	0x6DCF	# 淏
0xF4A4	0x6E56	# 湖
0xF4A5	0x6EF8	# 滸
0xF4A6	0x6F94	# 澔
0xF4A7	0x6FE0	# 濠
0xF4A8	0x6FE9	# 濩
0xF4A9	0x705D	# 灝
0xF4AA	0x72D0	# 狐
0xF4AB	0x7425	# 琥
0xF4AC	0x745A	# 瑚
0xF4AD	0x74E0	# 瓠
0xF4AE	0x7693	# 皓
0xF4AF	0x795C	# 祜
0xF4B0	0x7CCA	# 糊
0xF4B1	0x7E1E	# 縞
